id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
4030,6,54,59,17,95,52,20,6,31
4031,4,1,34,36,24,54,12,11,7
4032,4,45,13,61,4,51,12,26,53
4033,7,56,53,59,4,66,89,80,9
4034,6,88,52,95,77,1,34,25,70
4035,5,5,8,52,42,46,47,60,2
4036,4,1,33,41,40,60,35,100,19
4037,5,59,28,25,1,45,20,47,3
4038,6,60,65,7,35,80,67,4,58
4039,5,81,2,1,28,73,39,82,59
4040,3,11,34,1,17,7,68,14,13
4041,4,47,7,26,46,54,62,67,36
4042,2,44,25,12,24,31,7,18,4
4043,5,20,38,80,60,13,14,1,45
4044,3,21,5,31,14,60,32,29,97
4045,7,11,96,37,88,21,57,5,27
4046,7,32,95,10,96,33,1,11,47
4047,3,89,7,94,10,54,68,25,39
4048,6,42,83,1,61,79,47,26,39
4049,4,60,45,29,19,8,2,1,7
4050,5,11,47,41,8,29,96,95,40
4051,4,13,10,5,53,39,18,16,56
4052,7,61,95,30,10,5,81,59,73
4053,3,5,94,4,34,16,78,26,68
4054,4,51,82,1,17,48,19,74,42
4055,5,18,86,2,41,8,56,70,10
4056,3,68,45,61,24,76,62,25,31
4057,5,1,96,31,78,15,94,26,80
4058,4,48,39,32,1,78,66,34,31
4059,2,32,52,60,1,16,38,26,19
4060,5,13,49,76,66,51,7,73,74
4061,7,4,21,17,16,33,87,26,11
4062,3,75,59,52,1,70,37,19,68
4063,4,66,45,89,47,87,82,2,68
4064,5,8,85,25,54,91,38,63,40
4065,6,75,47,1,42,18,87,94,24
4066,4,87,60,32,2,26,8,1,48
4067,5,24,8,67,1,33,46,2,73
4068,3,3,88,47,32,81,79,26,87
4069,5,53,1,12,6,25,18,29,52
4070,3,48,1,67,46,26,89,95,47
4071,2,52,60,54,15,12,66,1,41
4072,5,25,60,40,12,1,56,80,59
4073,3,44,82,91,80,89,17,81,19
4074,2,26,33,11,68,17,59,19,1
4075,5,46,33,96,18,16,39,21,20
4076,2,80,73,10,66,1,27,23,17
4077,5,66,45,31,46,5,39,4,1
4078,8,45,50,80,7,31,33,4,11
4079,4,38,29,84,6,53,54,52,2
4080,4,52,35,73,66,34,12,25,18
4081,3,44,14,53,42,1,18,9,87
4082,2,96,25,59,19,30,58,3,94
4083,4,26,74,8,31,20,24,66,7
4084,5,11,31,3,65,57,20,66,19
4085,2,44,75,10,59,19,16,74,95
4086,2,26,76,70,49,90,11,9,51
4087,4,30,68,88,60,57,18,49,95
4088,4,24,94,58,1,68,59,96,7
4089,7,66,1,95,13,12,58,15,50
4090,4,5,7,11,45,82,17,10,61
4091,3,73,95,60,66,4,45,87,47
4092,5,73,95,14,6,52,48,53,34
4093,6,12,39,7,1,61,70,66,40
4094,6,4,29,28,32,12,26,95,96
4095,5,47,76,96,23,11,25,9,1
4096,7,52,73,40,12,82,19,63,13
4097,2,81,4,75,59,19,60,82,12
4098,3,5,81,17,87,31,82,12,62
4099,5,68,94,22,76,10,33,3,54
4100,6,39,53,16,17,24,60,1,74
4101,4,3,10,61,50,74,24,89,32
4102,3,9,54,10,4,6,41,82,47
4103,4,59,37,96,56,39,31,5,57
4104,4,75,32,89,1,59,76,56,3
4105,2,4,37,53,24,25,98,87,18
4106,4,67,47,12,68,32,4,94,5
4107,3,95,87,38,6,56,67,1,60
4108,5,68,14,12,94,13,21,48,1
4109,4,51,1,23,5,47,49,4,67
4110,5,11,39,75,96,24,38,69,36
4111,6,31,5,1,67,47,86,16,59
4112,4,2,35,59,96,5,85,94,4
4113,4,52,59,39,89,100,73,24,47
4114,4,29,14,27,81,52,39,38,96
4115,4,87,18,17,95,80,8,86,28
4116,3,17,51,26,18,56,1,5,76
4117,3,63,4,40,11,45,12,88,74
4118,6,14,32,26,6,38,22,42,80
4119,5,8,19,39,7,30,81,67,18
4120,2,12,67,58,60,31,26,4,2
4121,5,26,40,11,84,13,42,25,82
4122,2,44,38,1,34,24,95,53,65
4123,4,42,50,23,5,4,73,17,71
4124,4,94,19,25,52,96,15,24,69
4125,4,68,59,1,46,81,12,17,58
4126,7,1,11,94,89,7,66,28,23
4127,4,1,33,11,39,20,80,43,26
4128,5,22,35,24,18,4,8,26,17
4129,5,51,70,35,62,25,33,14,88
4130,4,14,24,55,2,35,56,1,32
4131,5,69,34,9,89,91,93,25,39
4132,4,91,21,95,52,45,81,59,26
4133,4,12,66,1,95,47,3,88,7
4134,4,95,47,5,55,54,87,45,82
4135,5,96,54,8,80,93,21,19,88
4136,2,32,49,6,43,61,16,83,8
4137,7,1,68,42,89,2,64,5,40
4138,4,27,52,19,61,10,68,22,1
4139,8,46,80,95,10,11,24,81,1
4140,4,33,26,82,40,57,35,38,12
4141,7,45,10,31,35,19,66,25,21
4142,4,81,18,67,22,1,6,66,75
4143,4,14,3,18,12,5,90,62,45
4144,3,21,12,75,87,1,8,23,66
4145,4,96,17,81,1,13,82,67,37
4146,5,19,68,35,40,5,2,52,24
4147,4,17,33,53,11,25,1,43,81
4148,6,41,73,1,89,25,91,3,45
4149,6,39,38,28,11,75,45,46,49
4150,4,33,47,67,87,25,26,54,57
4151,5,68,58,1,69,35,45,74,40
4152,6,51,81,12,96,56,34,54,1
4153,4,32,1,96,8,59,74,68,98
4154,2,19,13,1,45,37,4,73,22
4155,2,1,17,88,19,80,61,45,52
4156,3,1,94,36,69,58,96,81,17
4157,5,42,57,5,68,4,24,88,31
4158,5,28,1,18,94,15,50,58,75
4159,6,4,18,88,61,12,39,95,11
4160,3,66,96,67,36,82,16,6,80
4161,5,32,40,31,33,39,1,61,94
4162,3,61,25,66,24,8,27,99,1
4163,2,47,29,36,10,55,39,34,52
4164,5,90,96,1,20,59,4,26,45
4165,4,87,75,11,82,66,88,74,1
4166,2,76,81,38,22,49,1,47,25
4167,5,61,68,93,86,74,81,4,80
4168,6,61,45,26,98,44,97,34,82
4169,5,71,45,39,81,59,32,82,62
4170,5,13,82,57,53,95,24,58,17
4171,2,57,28,82,1,81,68,3,11
4172,3,80,53,42,18,59,94,5,1
4173,4,47,81,72,95,46,58,10,94
4174,4,31,33,32,20,38,40,3,43
4175,2,32,53,33,88,11,60,82,93
4176,4,38,14,39,53,10,86,58,88
4177,5,42,27,24,56,40,36,83,17
4178,4,19,17,39,58,80,75,18,90
4179,2,80,66,94,69,27,12,1,20
4180,3,2,87,26,58,53,78,46,33
4181,4,24,5,52,15,32,76,66,9
4182,4,47,45,16,24,9,54,88,25
4183,5,40,22,95,81,92,28,24,80
4184,3,61,4,19,1,51,94,39,27
4185,2,14,39,6,22,52,53,60,47
4186,5,14,73,36,1,84,10,34,25
4187,2,97,11,54,1,10,60,85,73
4188,2,10,8,23,95,38,33,47,28
4189,6,48,23,25,24,80,27,33,5
4190,3,33,87,5,38,2,13,61,4
4191,2,1,31,39,59,80,10,25,18
4192,5,62,11,22,54,82,74,1,4
4193,4,81,7,1,23,56,31,67,75
4194,8,56,88,27,1,38,12,45,5
4195,4,31,73,10,22,1,17,8,82
4196,6,24,3,53,5,11,28,1,17
4197,2,39,66,5,1,12,26,94,29
4198,5,12,67,24,45,94,32,62,53
4199,4,1,87,53,40,26,71,24,46
4200,4,55,18,25,40,33,5,11,47
4201,5,66,87,19,22,49,94,61,59
4202,5,45,16,38,94,25,32,6,67
4203,2,17,4,88,8,53,59,47,26
4204,6,24,46,5,29,6,25,10,47
4205,4,95,81,31,12,82,52,47,32
4206,4,68,34,7,46,75,96,5,1
4207,3,27,23,69,8,46,1,15,39
4208,4,47,1,10,15,95,16,3,39
4209,2,83,61,1,88,43,41,60,10
4210,4,67,10,16,44,87,52,95,35
4211,5,45,57,19,1,78,59,51,94
4212,3,96,23,74,47,26,37,25,15
4213,4,85,37,26,10,9,18,11,66
4214,2,81,96,5,68,71,3,53,51
4215,5,58,91,10,24,49,34,79,89
4216,4,4,3,18,46,67,95,16,11
4217,5,62,97,60,10,3,61,82,38
4218,2,59,25,51,4,10,69,42,54
4219,3,53,1,33,19,12,68,61,76
4220,5,20,19,75,61,45,8,10,79
4221,3,1,60,17,53,45,4,3,23
4222,5,43,48,2,41,46,10,31,53
4223,4,45,48,24,3,52,47,6,46
4224,7,5,1,45,86,89,81,31,61
4225,5,25,88,52,46,62,54,38,94
4226,7,88,32,25,31,49,11,20,1
4227,2,18,3,13,19,1,80,8,23
4228,3,87,67,44,60,66,46,88,40
4229,5,10,39,86,46,82,66,67,73
4230,2,7,67,1,59,35,40,98,38
4231,4,80,75,89,61,25,15,12,23
4232,3,81,42,37,1,40,46,2,69
4233,5,32,73,30,94,48,40,53,89
4234,2,21,81,29,82,34,52,49,45
4235,3,1,4,28,30,9,80,47,35
4236,4,38,73,24,1,45,68,88,95
4237,5,38,8,88,18,26,4,35,1
4238,3,26,88,60,3,13,20,29,1
4239,4,84,81,25,5,54,10,1,24
4240,7,17,32,69,33,12,81,77,59
4241,2,40,68,25,80,42,21,52,81
4242,6,1,73,53,45,3,26,84,19
4243,5,59,38,79,95,26,89,1,9
4244,3,46,47,65,18,19,45,26,3
4245,3,45,73,60,2,1,32,3,79
4246,5,26,5,22,53,11,33,39,59
4247,4,8,17,46,33,39,59,4,38
4248,5,3,63,95,12,46,1,47,8
4249,7,87,48,54,30,45,50,20,52
4250,5,1,45,12,47,60,24,32,82
4251,5,59,38,94,49,81,45,10,64
4252,5,14,38,67,30,62,28,87,1
4253,7,86,11,38,12,22,75,82,96
4254,7,31,39,58,1,68,24,66,33
4255,4,34,95,40,52,17,1,91,88
4256,3,6,75,26,49,88,59,70,3
4257,7,23,86,51,13,6,30,1,40
4258,6,56,80,54,1,27,22,59,8
4259,4,53,47,57,73,4,81,61,80
4260,5,77,21,10,59,56,19,26,58
4261,3,8,39,30,31,33,12,4,9
4262,5,75,66,82,10,11,45,95,5
4263,3,87,78,96,95,68,53,61,51
4264,5,1,66,39,82,97,94,59,5
4265,4,28,56,51,68,67,74,11,43
4266,7,28,59,67,60,5,34,33,36
4267,4,60,12,45,98,10,19,88,32
4268,3,25,39,67,11,14,1,12,90
4269,4,33,95,76,1,67,38,44,16
4270,5,34,66,13,48,12,63,31,56
4271,3,41,53,82,66,16,98,79,25
4272,4,4,41,89,1,25,30,37,33
4273,3,5,22,91,61,80,19,53,30
4274,5,4,54,32,12,85,9,73,74
4275,4,21,31,1,20,12,53,80,61
4276,3,26,36,95,5,22,94,1,98
4277,4,75,29,45,41,5,40,31,49
4278,7,1,31,67,19,96,17,100,50
4279,5,1,33,21,13,47,60,34,46
4280,6,41,15,38,53,82,24,17,12
4281,4,18,17,46,19,54,38,93,40
4282,5,39,5,12,18,53,1,7,54
4283,4,8,1,54,61,78,87,39,27
4284,6,39,34,90,91,54,24,66,94
4285,3,1,4,20,42,25,45,56,43
4286,4,45,89,96,16,31,29,18,25
4287,6,80,4,82,45,16,1,32,83
4288,2,40,51,7,79,30,59,20,31
4289,6,17,11,38,72,12,80,18,39
4290,7,32,13,89,87,18,7,60,69
4291,2,11,73,38,1,89,5,10,55
4292,2,66,81,26,8,99,80,32,71
4293,4,58,7,53,52,10,54,6,1
4294,3,5,11,32,73,10,46,31,1
4295,2,19,31,75,80,49,41,88,1
4296,6,75,39,53,98,8,63,19,28
4297,5,88,56,40,27,16,4,54,100
4298,6,53,1,58,3,74,88,59,61
4299,3,35,75,60,12,49,67,98,1
4300,7,87,66,9,91,65,41,81,53
4301,5,5,47,1,59,73,62,21,18
4302,8,1,24,29,53,87,52,7,10
4303,7,81,35,20,38,54,18,9,96
4304,4,13,39,40,16,87,59,33,19
4305,5,74,25,1,39,5,17,82,73
4306,5,95,10,52,74,19,94,70,38
4307,2,20,87,1,44,94,95,89,18
4308,3,19,40,31,24,26,54,74,16
4309,5,5,67,40,1,14,28,18,38
4310,6,10,66,32,81,98,5,87,25
4311,5,20,75,1,21,35,5,3,82
4312,8,26,86,51,44,66,11,5,33
4313,6,31,87,10,79,85,59,4,21
4314,5,12,18,56,13,96,61,35,82
4315,2,66,56,19,54,26,88,30,53
4316,2,1,96,57,46,54,25,17,87
4317,4,31,53,39,1,54,96,18,46
4318,4,1,35,40,94,82,46,59,79
4319,4,16,13,50,39,3,92,17,74
4320,5,12,60,4,8,55,97,1,74
4321,7,39,66,88,17,6,24,30,14
4322,5,26,4,74,28,50,11,8,88
4323,4,69,58,66,87,35,75,52,95
4324,7,40,18,94,74,45,46,5,2
4325,5,40,33,80,24,94,82,28,59
4326,4,42,52,58,24,13,45,53,89
4327,4,33,10,24,1,16,39,13,74
4328,4,3,95,40,45,19,12,14,54
4329,6,10,44,45,39,66,91,11,87
4330,2,45,33,8,38,44,74,47,59
4331,5,11,31,35,74,24,5,89,17
4332,4,7,13,25,88,1,45,38,10
4333,2,99,46,58,3,12,45,69,74
4334,5,11,28,19,2,40,45,89,32
4335,5,32,57,38,39,26,52,74,89
4336,5,81,28,46,21,24,1,47,68
4337,8,28,46,88,40,94,26,10,3
4338,5,25,22,13,1,26,35,40,74
4339,2,75,18,94,4,84,59,100,9
4340,4,27,24,75,97,34,19,16,81
4341,4,91,94,15,59,73,100,87,61
4342,3,20,47,41,56,30,58,89,42
4343,2,68,59,34,13,23,14,15,1
4344,4,74,24,31,29,52,87,22,61
4345,6,10,26,5,40,80,44,11,88
4346,5,33,13,61,74,27,26,59,53
4347,4,89,80,12,46,68,52,40,71
4348,4,46,1,21,39,59,90,13,15
4349,3,52,56,77,20,17,45,55,18
4350,7,87,49,7,5,57,88,71,13
4351,3,59,38,89,5,17,9,19,42
4352,4,6,60,84,82,67,68,45,1
4353,3,55,17,60,39,59,35,1,4
4354,4,17,5,22,3,66,4,52,74
4355,3,59,94,87,85,17,96,3,8
4356,2,60,61,87,29,18,6,45,70
4357,3,94,60,1,32,12,40,20,47
4358,4,12,50,25,1,39,51,61,37
4359,5,1,49,71,18,9,94,14,45
4360,2,74,48,15,59,96,1,52,54
4361,4,24,12,53,87,33,75,22,19
4362,4,38,12,39,10,1,32,95,31
4363,3,84,20,60,87,73,96,17,9
4364,4,21,7,17,13,60,31,5,28
4365,3,30,54,3,4,80,27,83,82
4366,3,87,1,74,7,10,35,20,81
4367,4,1,3,38,92,61,47,89,95
4368,7,66,1,60,67,20,58,26,99
4369,3,74,19,1,29,33,72,23,66
4370,7,12,71,10,79,52,24,45,27
4371,3,53,19,5,25,48,1,49,15
4372,2,45,26,7,17,50,68,48,18
4373,5,45,1,59,94,48,68,3,47
4374,3,89,12,57,13,3,75,47,95
4375,4,15,48,47,98,59,28,44,23
4376,6,36,65,60,89,1,82,47,80
4377,5,18,87,1,60,41,54,30,4
4378,4,22,26,50,28,96,10,46,12
4379,2,39,47,20,6,3,19,48,94
4380,3,61,68,44,1,36,4,2,11
4381,5,47,28,33,19,25,74,8,21
4382,4,95,68,38,88,1,54,47,43
4383,8,48,1,83,59,61,38,13,4
4384,3,21,18,1,66,44,25,47,10
4385,5,51,11,25,7,89,73,58,21
4386,3,82,30,60,37,66,73,63,57
4387,2,17,33,21,96,73,63,1,23
4388,4,40,1,61,83,74,17,20,80
4389,4,52,35,13,77,94,45,10,14
4390,5,22,26,3,9,40,63,12,32
4391,4,19,9,58,50,88,21,23,79
4392,3,25,13,89,61,40,50,19,44
4393,5,31,95,14,1,46,76,25,26
4394,2,43,3,46,44,13,18,36,1
4395,5,19,94,40,1,22,20,12,45
4396,6,13,7,16,45,15,49,68,62
4397,3,1,75,22,31,13,52,45,26
4398,6,29,47,83,32,80,1,94,31
4399,4,3,67,61,8,68,25,44,5
4400,5,52,68,39,4,38,24,96,55
4401,4,17,39,1,94,75,63,68,12
4402,3,86,51,55,95,18,44,2,66
4403,6,19,30,60,3,96,18,5,46
4404,4,10,8,51,93,96,9,35,45
4405,2,40,1,62,47,60,74,24,38
4406,3,54,1,95,4,69,68,70,31
4407,3,25,45,6,18,16,31,1,84
4408,5,17,87,64,6,34,46,75,50
4409,4,1,81,39,24,32,18,36,33
4410,6,95,38,25,21,1,10,4,61
4411,2,31,60,89,68,28,59,4,81
4412,2,91,5,17,89,47,81,96,68
4413,3,82,10,51,40,32,59,24,88
4414,7,81,17,37,1,94,26,14,11
4415,5,17,11,29,40,2,43,6,12
4416,8,30,46,33,17,43,47,90,53
4417,3,8,19,38,37,53,73,1,66
4418,5,41,17,11,46,32,38,1,40
4419,4,11,22,80,75,7,10,30,40
4420,6,33,14,47,96,35,40,26,1
4421,4,26,30,1,70,3,17,83,81
4422,2,69,32,47,61,18,1,87,10
4423,3,86,61,54,70,39,28,35,52
4424,3,1,96,88,13,53,66,47,77
4425,4,79,3,33,38,81,45,5,39
4426,4,94,1,73,5,47,67,3,12
4427,5,14,33,58,39,1,38,41,25
4428,4,9,89,82,1,60,21,18,52
4429,5,83,19,29,59,89,53,1,10
4430,4,96,1,46,9,74,64,81,25
4431,4,67,68,30,88,19,81,60,89
4432,4,87,1,95,45,8,26,18,89
4433,2,16,89,20,5,52,88,11,18
4434,3,66,44,43,67,59,7,76,5
4435,4,52,74,3,32,46,43,1,10
4436,3,75,11,74,88,5,73,46,15
4437,2,67,47,60,63,94,93,12,74
4438,4,46,39,43,95,10,38,53,9
4439,6,88,1,62,66,30,3,31,34
4440,5,40,39,41,75,73,80,67,77
4441,3,75,61,17,32,47,89,68,81
4442,4,72,86,16,1,5,30,47,10
4443,4,52,24,12,1,34,21,91,87
4444,5,45,11,15,87,18,44,96,4
4445,4,40,12,1,53,17,37,45,8
4446,6,1,31,91,5,87,6,17,53
4447,5,32,46,1,15,80,95,5,40
4448,4,33,2,38,93,44,60,30,87
4449,3,47,11,54,40,95,77,1,7
4450,6,4,87,46,56,74,28,57,39
4451,2,45,73,17,24,89,61,39,12
4452,4,10,50,17,18,1,6,56,24
4453,4,92,2,89,1,33,67,39,40
4454,4,1,84,17,60,27,4,3,92
4455,5,5,11,7,1,61,52,81,86
4456,5,80,92,45,3,23,88,1,77
4457,4,94,10,75,18,1,89,17,67
4458,5,5,50,32,45,46,1,67,14
4459,4,20,38,33,60,63,67,75,1
4460,3,59,14,66,38,30,43,45,77
4461,2,11,54,12,1,10,95,3,46
4462,2,28,99,61,29,24,12,44,57
4463,5,31,29,1,38,15,19,93,7
4464,5,94,1,3,25,12,86,67,50
4465,4,80,1,8,6,25,17,47,76
4466,2,38,21,4,49,56,89,66,6
4467,5,96,25,32,2,71,26,12,10
4468,7,88,19,73,83,39,72,12,1
4469,4,15,66,75,17,47,14,88,91
4470,4,35,94,66,79,59,53,67,55
4471,7,40,75,15,87,53,9,59,26
4472,5,19,1,94,54,45,40,66,23
4473,5,80,69,12,19,33,5,78,88
4474,6,3,26,54,1,66,96,60,58
4475,4,3,11,1,36,87,66,22,19
4476,2,14,40,19,17,15,88,81,80
4477,2,45,35,52,64,2,42,60,38
4478,5,73,21,59,15,67,80,88,31
4479,3,25,23,41,95,24,67,26,7
4480,4,39,59,36,24,94,1,73,40
4481,5,19,81,47,23,1,37,46,16
4482,4,54,19,13,3,16,17,69,21
4483,6,88,12,50,75,66,46,18,58
4484,4,48,15,54,1,68,50,11,74
4485,5,18,86,47,82,12,27,52,60
4486,5,66,75,45,23,3,28,87,53
4487,4,45,11,66,43,19,46,6,84
4488,3,13,25,1,66,3,73,38,47
4489,4,42,4,56,11,48,19,3,92
4490,7,70,80,25,54,43,5,2,18
4491,2,35,48,89,1,79,99,47,67
4492,4,48,21,38,19,40,28,60,66
4493,4,56,33,27,11,17,4,39,31
4494,6,27,22,67,50,41,5,61,66
4495,5,55,65,1,66,33,17,31,24
4496,5,1,31,36,18,74,71,3,39
4497,4,57,54,10,33,61,65,45,22
4498,4,30,49,57,52,13,24,54,95
4499,2,5,87,1,46,11,80,2,66
4500,5,1,8,18,87,58,52,59,27
4501,3,47,49,26,82,67,1,72,18
4502,5,48,21,95,26,94,19,1,10
4503,4,4,33,1,18,38,5,99,32
4504,3,56,17,11,28,22,12,88,94
4505,4,74,68,86,60,3,37,22,1
4506,5,68,48,75,52,1,77,91,4
4507,4,31,30,1,80,10,5,53,29
4508,5,89,1,68,61,8,26,10,86
4509,8,1,28,27,88,87,34,18,80
4510,5,11,66,26,49,21,80,94,1
4511,4,7,45,95,67,80,81,10,39
4512,4,54,38,1,59,28,96,37,11
4513,5,92,75,65,31,54,18,16,1
4514,3,95,40,74,22,1,87,94,18
4515,2,5,47,33,25,12,60,66,1
4516,5,38,55,26,32,54,80,94,11
4517,3,22,31,74,38,30,8,52,88
4518,8,45,19,49,41,3,1,24,22
4519,6,5,47,18,87,1,81,68,93
4520,2,10,24,14,48,81,22,1,94
4521,7,9,70,16,11,7,21,45,52
4522,3,91,8,61,93,22,12,1,50
4523,6,88,47,80,38,81,5,51,87
4524,4,29,11,12,50,54,16,94,26
4525,2,59,81,66,68,12,42,51,23
4526,3,74,15,31,1,89,11,53,37
4527,6,3,79,82,88,5,83,39,1
4528,2,66,87,45,4,31,68,29,9
4529,5,45,53,86,96,23,66,6,11
4530,4,81,50,1,11,99,10,67,27
4531,3,95,4,9,3,56,24,7,17
4532,2,16,30,94,88,21,44,26,33
4533,4,82,73,29,2,22,3,51,26
4534,3,44,88,74,39,24,89,22,1
4535,6,16,38,45,60,93,39,66,32
4536,6,9,53,73,1,60,91,37,2
4537,2,66,8,96,19,1,53,80,40
4538,5,45,4,11,61,73,25,10,87
4539,7,48,40,24,45,62,30,19,39
4540,3,54,38,81,52,24,80,67,94
4541,2,54,14,1,40,4,20,46,36
4542,4,66,95,6,28,31,5,52,40
4543,8,12,72,87,66,75,6,73,96
4544,4,73,30,74,40,66,60,26,94
4545,3,46,16,68,40,1,11,95,60
4546,2,11,39,22,87,74,32,50,33
4547,5,47,78,55,38,80,75,89,24
4548,4,14,1,25,59,11,61,52,27
4549,7,45,61,31,65,1,5,53,14
4550,4,85,12,52,83,47,59,24,1
4551,2,38,1,8,18,27,88,28,43
4552,2,21,18,61,57,14,45,17,3
4553,3,11,1,74,66,6,24,56,12
4554,6,71,75,49,36,38,81,17,31
4555,6,1,32,15,66,48,53,95,68
4556,5,95,53,26,11,32,17,25,18
4557,4,89,82,6,25,91,75,20,38
4558,2,4,18,38,59,57,5,1,14
4559,4,9,26,64,59,88,100,51,39
4560,3,3,33,1,27,95,47,25,6
4561,8,11,44,31,83,1,94,74,98
4562,5,17,15,31,40,23,1,11,24
4563,4,59,26,33,19,52,14,4,87
4564,2,87,61,1,11,18,24,33,4
4565,4,3,31,66,1,80,33,17,83
4566,4,26,42,81,66,54,53,10,52
4567,4,12,54,34,11,1,20,61,96
4568,2,66,56,80,9,22,73,18,25
4569,3,1,91,10,77,6,66,18,32
4570,2,61,5,52,87,82,37,4,47
4571,3,96,10,8,32,60,1,25,46
4572,3,41,8,84,61,20,81,53,14
4573,4,57,25,59,94,82,80,4,18
4574,4,38,87,7,39,25,51,10,49
4575,5,12,68,81,73,11,2,65,43
4576,2,74,10,68,8,1,61,43,82
4577,7,48,87,38,29,1,56,12,55
4578,4,99,17,94,24,1,45,30,41
4579,2,97,6,41,60,16,15,38,88
4580,2,93,22,38,18,95,51,78,58
4581,2,12,38,31,1,68,74,79,49
4582,2,1,17,59,32,6,40,74,54
4583,2,12,75,17,11,51,21,73,1
4584,3,38,68,90,94,6,20,18,46
4585,4,31,1,33,7,11,4,51,61
4586,4,86,46,57,6,70,1,95,10
4587,3,4,19,45,81,68,56,33,9
4588,2,11,95,19,27,13,88,1,20
4589,4,94,24,38,59,21,53,8,74
4590,2,1,81,96,86,46,16,39,33
4591,5,1,4,47,96,82,12,19,27
4592,3,27,6,80,25,5,23,40,9
4593,6,50,54,1,52,96,10,33,2
4594,5,17,13,80,24,3,75,5,12
4595,4,1,3,37,28,5,40,12,16
4596,6,12,91,38,96,86,39,1,20
4597,5,82,54,26,1,20,95,92,10
4598,8,47,74,61,31,23,53,94,30
4599,5,1,53,46,96,33,40,38,26
4600,5,16,32,73,38,1,74,4,59
4601,5,6,8,74,13,81,34,27,94
4602,4,82,1,61,11,45,89,97,51
4603,6,19,24,39,68,34,22,29,4
4604,3,45,75,1,78,74,38,37,31
4605,5,38,1,25,6,18,73,23,80
4606,3,77,89,61,75,59,1,38,10
4607,5,54,31,47,24,17,26,43,2
4608,4,95,66,46,15,31,1,33,57
4609,3,6,81,53,32,45,49,36,68
4610,5,78,73,44,2,12,53,89,11
4611,6,61,87,21,3,52,94,55,88
4612,4,27,11,32,9,96,1,85,3
4613,3,12,27,1,70,50,47,2,72
4614,4,1,86,25,38,40,27,3,17
4615,4,14,80,17,88,57,82,63,45
4616,3,66,90,47,43,53,86,45,17
4617,4,52,19,38,87,21,31,14,17
4618,2,25,67,38,66,96,6,40,18
4619,4,68,27,85,82,86,24,9,35
4620,3,88,31,43,54,60,1,39,18
4621,4,82,1,19,20,38,45,10,52
4622,4,55,35,32,5,10,34,31,33
4623,3,68,96,17,5,59,73,82,1
4624,7,11,88,79,4,10,35,1,26
4625,3,25,10,66,1,59,46,68,35
4626,6,80,24,26,11,4,40,38,19
4627,5,3,10,59,66,82,80,31,60
4628,5,40,82,21,61,59,47,11,39
4629,6,100,59,57,29,69,73,78,32
4630,4,22,19,66,10,61,88,39,56
4631,4,1,31,4,89,80,82,46,37
4632,5,66,54,53,13,46,31,43,1
4633,2,53,50,58,11,61,32,20,96
4634,3,1,4,51,65,39,53,42,32
4635,3,18,96,66,32,74,46,45,41
4636,4,26,99,32,51,42,76,22,38
4637,5,4,24,30,46,12,59,82,7
4638,5,1,62,25,4,5,20,39,65
4639,2,82,71,81,70,4,19,1,6
4640,4,75,5,26,81,38,67,54,24
4641,6,52,4,78,82,45,3,40,75
4642,3,6,3,14,53,87,54,1,19
4643,4,51,80,32,23,2,1,12,81
4644,4,46,1,23,16,94,12,26,54
4645,2,31,5,19,25,87,32,75,97
4646,4,89,78,24,1,100,38,57,47
4647,2,35,39,1,6,53,87,59,25
4648,5,10,47,7,98,33,25,24,91
4649,4,21,38,68,7,23,19,4,54
4650,4,1,52,26,100,67,75,60,5
4651,3,35,3,53,32,29,58,26,70
4652,4,2,40,67,61,1,6,28,23
4653,6,21,54,26,66,1,27,80,30
4654,6,33,28,69,74,42,65,61,40
4655,5,33,18,94,52,26,82,1,39
4656,2,95,17,38,7,3,48,19,43
4657,2,66,41,59,17,19,5,24,74
4658,7,28,64,68,96,48,40,10,46
4659,6,32,28,45,25,66,53,43,4
4660,6,31,1,38,53,3,42,43,18
4661,4,66,53,26,74,10,88,72,1
4662,7,18,1,40,37,73,19,20,12
4663,4,75,17,12,50,49,10,99,45
4664,4,45,89,96,1,33,57,59,78
4665,5,11,43,45,24,98,73,94,10
4666,2,60,8,26,93,3,39,34,1
4667,5,40,89,56,53,3,88,52,54
4668,5,22,14,53,1,75,27,44,60
4669,6,54,24,37,9,81,26,46,94
4670,5,1,53,94,54,3,52,4,60
4671,4,6,17,15,60,35,29,10,74
4672,4,95,60,57,94,1,82,33,70
4673,3,17,9,53,8,50,74,26,30
4674,3,10,67,69,47,46,12,96,87
4675,7,43,52,36,88,12,23,9,19
4676,4,78,38,11,15,3,74,47,95
4677,4,13,22,43,66,28,32,24,23
4678,2,19,15,17,6,11,61,66,28
4679,5,1,87,94,46,67,10,59,96
4680,4,31,51,87,81,11,75,95,1
4681,4,25,86,2,67,35,33,8,94
4682,2,13,99,5,45,31,52,19,1
4683,7,96,41,88,46,80,7,43,11
4684,5,36,95,17,59,89,5,32,20
4685,4,17,10,16,87,85,37,21,29
4686,5,24,80,32,5,26,81,73,47
4687,5,19,25,40,27,5,72,47,95
4688,5,15,61,68,66,20,1,11,30
4689,3,7,36,1,20,39,50,12,40
4690,4,38,67,30,1,46,29,73,53
4691,7,82,81,61,68,77,74,34,6
4692,4,20,95,55,26,1,46,82,8
4693,5,58,46,85,9,94,20,59,7
